ENTITY_NAME,TICKER,INDUSTRY,SECTOR,PRIMARY_INDUSTRY,MARKETCAP,TEV,TOTAL_REV_LTM,TOTAL_REV_FY2024,TOTAL_REV_FY2023,TOTAL_REV_FY2022,TOTAL_REV_FY2021,EBITDA_LTM,EBITDA_FY2024,EBITDA_FY2023,EBITDA_FY2022,EBITDA_FY2021,EBIT_LTM,EBIT_FY2024,EBIT_FY2023,EBIT_FY2022,EBIT_FY2021,INTEREST_EXPENSE_LTM,INTEREST_EXPENSE_FY2024,INTEREST_EXPENSE_FY2023,INTEREST_EXPENSE_FY2022,INTEREST_EXPENSE_FY2021,NET_INCOME_LTM,NET_INCOME_FY2024,NET_INCOME_FY2023,NET_INCOME_FY2022,NET_INCOME_FY2021,CASH_EQUIV_LTM,CASH_EQUIV_FY2024,CASH_EQUIV_FY2023,CASH_EQUIV_FY2022,CASH_EQUIV_FY2021,TOTAL_ASSETS_LTM,TOTAL_ASSETS_FY2024,TOTAL_ASSETS_FY2023,TOTAL_ASSETS_FY2022,TOTAL_ASSETS_FY2021,TOTAL_DEBT_LTM,TOTAL_DEBT_FY2024,TOTAL_DEBT_FY2023,TOTAL_DEBT_FY2022,TOTAL_DEBT_FY2021,TOTAL_EQUITY_LTM,TOTAL_EQUITY_FY2024,TOTAL_EQUITY_FY2023,TOTAL_EQUITY_FY2022,TOTAL_EQUITY_FY2021,TOTAL_REV_1YR_ANN_GROWTH_LTM,TOTAL_REV_1YR_ANN_GROWTH_FY2024,TOTAL_REV_1YR_ANN_GROWTH_FY2023,TOTAL_REV_1YR_ANN_GROWTH_FY2022,TOTAL_REV_1YR_ANN_GROWTH_FY2021,GROSS_MARGIN_LTM,GROSS_MARGIN_FY2024,GROSS_MARGIN_FY2023,GROSS_MARGIN_FY2022,GROSS_MARGIN_FY2021,EBITDA_MARGIN_LTM,EBITDA_MARGIN_FY2024,EBITDA_MARGIN_FY2023,EBITDA_MARGIN_FY2022,EBITDA_MARGIN_FY2021,EBIT_MARGIN_LTM,EBIT_MARGIN_FY2024,EBIT_MARGIN_FY2023,EBIT_MARGIN_FY2022,EBIT_MARGIN_FY2021,NET_MARGIN_LTM,NET_MARGIN_FY2024,NET_MARGIN_FY2023,NET_MARGIN_FY2022,NET_MARGIN_FY2021,DEBT_TO_EQUITY_LTM,DEBT_TO_EQUITY_FY2024,DEBT_TO_EQUITY_FY2023,DEBT_TO_EQUITY_FY2022,DEBT_TO_EQUITY_FY2021,DEBT_TO_EBITDA_LTM,DEBT_TO_EBITDA_FY2024,DEBT_TO_EBITDA_FY2023,DEBT_TO_EBITDA_FY2022,DEBT_TO_EBITDA_FY2021,ROA_LTM,ROA_FY2024,ROA_FY2023,ROA_FY2022,ROA_FY2021,ROC_LTM,ROC_FY2024,ROC_FY2023,ROC_FY2022,ROC_FY2021,ROE_LTM,ROE_FY2024,ROE_FY2023,ROE_FY2022,ROE_FY2021,LFCF_MARGIN_LTM,LFCF_MARGIN_FY2024,LFCF_MARGIN_FY2023,LFCF_MARGIN_FY2022,LFCF_MARGIN_FY2021,UFCF_MARGIN_LTM,UFCF_MARGIN_FY2024,UFCF_MARGIN_FY2023,UFCF_MARGIN_FY2022,UFCF_MARGIN_FY2021,CURRENT_RATIO_LTM,CURRENT_RATIO_FY2024,CURRENT_RATIO_FY2023,CURRENT_RATIO_FY2022,CURRENT_RATIO_FY2021,UNLEVERED_FCF_LTM,UNLEVERED_FCF_FY2024,UNLEVERED_FCF_FY2023,UNLEVERED_FCF_FY2022,UNLEVERED_FCF_FY2021,LEVERED_FCF_LTM,LEVERED_FCF_FY2024,LEVERED_FCF_FY2023,LEVERED_FCF_FY2022,LEVERED_FCF_FY2021,EV/REVENUE_LTM,EV/EBITDA_LTM,EV/EBIT_LTM,EV/UFCF_LTM,EV/REVENUE_FY2024,EV/EBITDA_FY2024,EV/EBIT_FY2024,EV/UFCF_FY2024,EV/REVENUE_FY2023,EV/EBITDA_FY2023,EV/EBIT_FY2023,EV/UFCF_FY2023,EV/REVENUE_FY2022,EV/EBITDA_FY2022,EV/EBIT_FY2022,EV/UFCF_FY2022,EV/REVENUE_FY2021,EV/EBITDA_FY2021,EV/EBIT_FY2021,EV/UFCF_FY2021,PE_LTM,PE_FY2024,PE_FY2023,PE_FY2022,PE_FY2021,PBV_LTM,PBV_FY2024,PBV_FY2023,PBV_FY2022,PBV_FY2021,EV/REVENUE_FWD_2025,EV/REVENUE_FWD_2026,EV/REVENUE_FWD_2027,EV/EBITDA_FWD_2025,EV/EBITDA_FWD_2026,EV/EBITDA_FWD_2027,EV/EBIT_FWD_2025,EV/EBIT_FWD_2026,EV/EBIT_FWD_2027,PE_FWD_2025,PE_FWD_2026,PE_FWD_2027,PBV_FWD_2025,PBV_FWD_2026,PBV_FWD_2027,PRICE_CLOSE_2025,PRICE_CLOSE_2024,PRICE_CLOSE_2023,PRICE_CLOSE_2022,PRICE_CLOSE_2021,FLOAT_SHARES_PERCENT,SHARES_OUT_2025,SHARES_OUT_2024,SHARES_OUT_2023,SHARES_OUT_2022,SHARES_OUT_2021,BETA_3YR_COUNTRY,BETA_3YR_INDUSTRY,BETA_RSQUARED_3YR_COUNTRY,BETA_RSQUARED_3YR_INDUSTRY,COMMON_DIV_DECLARED_LTM,COMMON_DIV_DECLARED_FY2024,COMMON_DIV_DECLARED_FY2023,COMMON_DIV_DECLARED_FY2022,COMMON_DIV_DECLARED_FY2021,PAYOUT_RATIO_LTM,PAYOUT_RATIO_FY2024,PAYOUT_RATIO_FY2023,PAYOUT_RATIO_FY2022,PAYOUT_RATIO_FY2021
João Fortes Engenharia S.A. (BOVESPA:JFEN3),JFEN3,Real Estate Management and Development,Real Estate,Real Estate Development,20.7,208.4,"198,419","166,984","83,904","6,597","4,245","-146,844","-130,929","-46,373","-38,149","-91,389","-163,634","-148,012","-47,609","-39,629","-93,153",NA,"10,119","-2,278","14,599","4,004","-244,625","-224,400","-64,857","-126,136","-193,239","6,756","8,363","20,845","7,739","20,063","785,887","857,867","1,057,095","1,133,288","1,199,309","278,905","264,889","693,748","661,748","652,096","-193,393","-95,406","-863,554","-777,989","-652,289",74.19,99.02,NM,55.41,-85.35,-31.24,-24.3,-18.79,-132.17,NM,-74.01,-78.41,-55.27,NM,NM,-82.47,-88.64,-56.74,NM,NM,-122.47,-133.56,-72.97,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,-11.71,-9.66,-2.72,-2.12,-4.7,-53.54,"57,280.19",20.81,42.54,-61.85,342.02,46.8,7.9,17.64,34.85,-168.89,-168.89,150.8,NM,NM,-165.11,-165.11,149.1,-214.84,NM,1.83,1.83,0.74,0.84,0.86,"-37,170","-275,699","125,100","-14,173","26,172","-37,170","-282,023","126,524","-23,298","23,670",1.05,NM,NM,NM,1.25,NM,NM,NM,1.25,NM,NM,NM,143.08,NM,NM,NM,1.25,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,2.36,41.2,57,94,88.4,"12,318,720","12,318,720","1,052,038","1,052,038","1,052,038",0.85,0.46,0.02,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOSAPAR Joaquim Oliveira S.A. Participações (BOVESPA:JOPA4),JOPA4,Food Products,Consumer Staples,Packaged Foods and Meats,222.62,955.9,"2,070,117","2,212,219","2,119,154","2,265,866","2,002,742","87,154","121,790","139,911","146,114","100,834","76,376","109,618","126,770","130,099","83,681","200,226","194,293","227,771","236,702","115,523","12,746","28,902","22,258","37,262","37,185","33,367","11,606","4,885","39,202","4,307","2,254,478","2,306,859","2,388,031","2,411,619","2,196,576","1,217,133","1,221,777","1,249,074","1,307,382","1,155,092","764,962","763,705","747,714","750,987","724,202",-6.25,4.39,-6.48,13.14,28.05,20.64,21.13,21.58,21.36,19.85,4.21,5.51,6.6,6.45,5.04,3.69,4.96,5.98,5.74,4.18,0.34,1.06,0.76,1.35,1.54,159.11,159.98,167.05,174.09,159.5,13.7,9.9,8.83,8.95,11.46,2.12,2.92,3.3,3.53,2.47,2.43,3.44,3.91,4.13,2.92,1.66,3.82,2.97,5.05,5.23,-2.27,-2.27,4.24,-7.28,-6.46,3.22,3.22,10.96,-0.75,-2.85,1.88,1.88,2.06,1.73,2.21,"65,865","71,287","232,145","-17,094","-57,087","-59,276","-50,146","89,788","-165,033","-129,289",0.46,10.69,12.43,14.41,0.43,7.69,8.66,13.32,0.43,7.69,8.66,13.32,0.53,7.69,8.66,13.32,0.43,7.69,8.66,13.32,36.36,22.98,11.71,12.87,11.64,0.43,0.64,0.63,0.73,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,34.98,33.8,37.4,35,21.29,"10,713,729","10,582,361","10,582,361","10,582,361","10,582,361",-0.04,0.38,0,0.09,0.697,0.697,0.477,0.904,0.91,156.76,47.09,65.3,34.55,43.86
JPP Capital Fundo Invest Imobiliario FII (BOVESPA:JPPC11),JPPC11,Diversified REITs,Real Estate,Diversified REITs,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.1,200,200,146.01,230,NA,"55,000","55,000","55,000","55,000","55,000",-0.25,0.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JSL S.A. (BOVESPA:JSLG3),JSLG3,Ground Transportation,Industrials,Cargo Ground Transportation,"1,820.36","8,409.60","9,545,016","9,056,258","7,574,644","6,022,405","4,295,978","1,668,522","1,650,041","1,343,417","971,616","693,448","1,124,947","1,210,459","1,022,743","769,050","523,659","1,116,984","1,103,189","825,186","613,083","382,652","119,835","207,312","351,783","194,182","272,548","193,394","442,823","610,869","475,625","152,951","12,228,958","12,480,182","11,888,867","8,242,132","7,122,247","7,941,792","8,000,390","7,449,222","4,738,734","3,946,766","1,819,294","1,770,360","1,663,443","1,412,613","1,329,851",13.84,19.56,25.77,40.19,51.97,16.31,17.16,18.38,17.29,15.38,17.48,18.22,17.74,16.13,16.14,11.79,13.37,13.5,12.77,12.19,1.26,2.29,4.64,3.22,6.3,436.53,451.91,447.82,335.46,296.78,4.4,4.44,5.12,4.47,5.26,5.61,6.21,6.35,6.26,5.47,7.02,8.01,8.38,8.41,7.32,6.59,12.08,22.87,14.16,22.76,0.72,0.72,-2.7,13.03,2.92,8.33,8.33,4.11,19.4,8.49,1.54,1.54,1.68,1.37,2.19,"651,151","754,556","311,394","1,168,075","364,726","-46,964","65,063","-204,347","784,898","125,568",0.88,4.66,7.48,12.91,0.93,4.66,6.95,11.15,0.93,4.66,6.95,11.15,1.22,4.66,6.95,11.15,0.93,4.66,6.95,11.15,15.2,4.39,13.55,4.51,8.51,1,0.92,2.49,1.23,1.9,0.81,0.74,0.69,4.06,3.68,3.38,6.13,5.45,4.93,5.1,5.6,3,0.9,0.8,0.6,6.4,5.42,12.34,5.73,7.25,24.19,"284,431,414","284,548,720","284,535,056","284,513,509","284,727,843",1.58,1.23,0.3,0.35,0.421,0.421,0.317,0.236,0.226,88.91,NA,38.31,51.43,12.14
Jupiter Gold Corporation (OTCPK:JUPG.F),JUPG.F,Metals and Mining,Materials,Gold,39.32,42.7,NA,NA,NA,NA,NA,"-5,002",NA,"-5,002","-3,327","-2,853","-5,284",NA,"-5,284","-3,395","-2,952",NA,NA,NA,NA,NA,"-5,354",NA,"-5,354","-3,395","-2,959",450,NA,450,134,5,"2,024",NA,"2,024",417,726,"3,273",NA,"3,273",0,0,"-1,561",NA,"-1,561",308,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM,NA,NM,NA,NA,NM,NA,NM,NA,NA,-266.58,NA,-266.58,-392.95,-150.9,-321.68,NA,-321.68,-471.94,-159.77,813.76,NA,813.76,-755.1,-256.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,0.13,1.24,5.97,742,NA,742,660,222,742,NA,742,660,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM,NM,NM,NA,NA,128.57,50,17.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,5.28,5.36,NA,NA,NA,"8,118,737","5,780,165","5,946,832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karsten S.A. (BOVESPA:CTKA4),CTKA4,"Textiles, Apparel and Luxury Goods",Consumer Discretionary,Textiles,220.07,595.1,"732,961","699,084","667,929","612,582","549,677","103,065","90,106","80,792","32,387","75,325","89,793","75,562","67,423","20,348","65,367","18,863","23,850","24,831","20,346","12,054","118,686","118,409","42,160","-21,146","57,485","5,795","10,650","6,158","5,724","6,294","712,914","706,533","645,471","602,326","630,576","433,874","443,694","509,703","568,025","566,188","35,502","5,469","-112,940","-155,100","-133,954",8.62,4.66,9.04,11.44,44.59,46.04,46.29,42.78,35.6,40.55,14.06,12.89,12.1,5.29,13.7,12.25,10.81,10.09,3.32,11.89,16.19,16.94,6.31,-3.45,10.46,"1,222.11","8,112.89",NM,NM,NM,4.04,4.7,5.99,15.84,7.28,8.3,6.99,6.75,2.06,7.17,13.03,11.17,10.41,3.01,10.47,-497.82,-220.36,-31.46,14.63,-35.33,5.95,5.95,12.68,0.77,-22.99,8.08,8.08,15.01,2.84,-21.62,1.74,1.74,1.71,1.57,1.72,"17,323","56,494","100,236","17,404","-118,837","5,533","41,588","84,717","4,687","-126,370",0.81,5.54,6.63,34.35,0.85,6.3,7.88,10.53,0.85,6.3,7.88,10.53,1.2,6.3,7.88,10.53,0.85,6.3,7.88,10.53,1.83,3.23,NM,1.08,1.29,6.12,NM,NM,NM,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,21.9,16,10,16.69,13.56,"6,205,375","6,205,375","6,205,375","6,205,375","6,205,375",0.47,0.92,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kepler Weber S.A. (BOVESPA:KEPL3),KEPL3,Machinery,Industrials,Industrial Machinery and Supplies and Components,"1,273.99","1,259.50","1,567,455","1,607,297","1,512,134","1,815,401","1,226,179","247,165","315,514","324,801","534,399","220,251","230,838","291,287","299,532","516,667","203,161","48,615","37,965","32,789","22,607","8,898","149,971","199,183","245,214","382,468","154,635","358,239","389,817","322,923","254,454","131,818","1,526,025","1,594,030","1,471,280","1,273,778","1,018,396","343,720","329,222","196,774","170,860","61,366","728,883","740,781","726,203","597,270","461,630",-3,6.29,-16.71,48.05,82.67,26.45,29.74,29.5,36.32,26.97,15.77,19.63,21.48,29.44,17.96,14.73,18.12,19.81,28.46,16.57,9.57,12.39,16.22,21.07,12.61,47.16,44.44,27.1,28.61,13.29,1.36,1.03,0.61,0.32,0.27,9.48,11.88,13.64,28.18,12.91,13.59,18.27,22.14,50.02,24.01,20.44,27.16,37.06,72.24,31.58,6.62,6.62,4.41,12.12,-2.04,8.1,8.1,5.76,12.9,-1.59,1.98,1.98,1.62,1.59,1.26,"-16,031","130,198","87,161","234,092","-19,466","-46,416","106,470","66,667","219,963","-25,028",0.8,5,5.46,NM,0.78,3.93,4.32,9.67,0.78,3.93,4.32,9.67,1.33,3.93,4.32,9.67,0.78,3.93,4.32,9.67,8.57,6.42,4.09,10.83,14.37,1.75,2.31,3.27,3.9,1.88,0.78,0.72,0.67,5.16,4.12,3.83,6.14,4.81,4.46,6.5,5.9,5.3,NA,NA,NA,7.35,9.51,10.93,10,6.15,82.83,"173,331,850","174,270,020","176,760,234","178,656,050","182,105,730",0.99,0.73,0.23,0.21,0.265,0.522,0.848,0.62,0.214,98.84,76.64,62.27,46.68,30.32
Klabin S.A. (BOVESPA:KLBN4),KLBN4,Containers and Packaging,Materials,Paper and Plastic Packaging Products and Materials,"22,187.22","54,916.70","20,372,684","19,645,264","18,023,749","20,032,699","16,481,388","7,167,887","7,007,894","5,903,062","7,691,917","6,858,948","2,993,034","3,428,527","2,936,256","4,751,307","4,162,607","2,116,222","2,071,747","859,627","959,394","1,317,248","2,303,631","2,046,945","2,847,388","4,688,902","3,404,874","7,302,249","6,736,171","9,558,829","4,683,945","6,405,200","60,335,243","59,390,832","55,434,690","47,639,430","42,075,707","37,616,014","41,562,440","33,264,538","28,611,079","30,425,120","13,388,708","8,637,200","13,732,530","11,568,266","7,086,227",11.46,9,-10.03,21.55,37.93,30.02,31.98,31.09,37.97,37.7,35.18,35.67,32.75,38.4,41.62,14.69,17.45,16.29,23.72,25.26,10.26,9.32,14.95,22.27,18.32,280.95,481.2,242.23,247.32,429.36,4.99,5.62,5.31,3.61,4.44,3.18,3.73,3.56,6.62,6.73,3.72,4.41,4.21,7.65,7.54,18.42,18.3,22.51,50.27,59.37,-23.28,-23.28,-0.45,-11.89,1.57,-16.69,-16.69,2.54,-8.9,6.56,1.93,1.93,2.81,1.94,2.49,"-2,371,711","-3,277,799","456,828","-1,782,459","1,081,591","-3,694,350","-4,572,641","-80,439","-2,382,080","258,311",2.7,7.27,18.23,NM,2.8,7.4,15.9,NM,2.8,7.4,15.9,NM,2.82,7.4,15.9,NM,2.8,7.4,15.9,NM,10.55,10.36,5.42,7.13,NM,2.16,2.41,2.53,3.75,7.17,2.66,2.52,2.38,6.92,6.33,5.9,13.69,12.12,10.3,4.6,2.2,1.5,NA,NA,NA,3.63,4.6,3.99,3.56,4.53,80.31,"6,074,680,480","6,079,346,892","6,068,342,826","6,052,278,503","6,041,461,614",0.45,0.57,0.11,0.29,0.119,0.246,0.221,0.269,0.129,79.65,97.16,54.87,39.15,19.24
Klabin Segall S.A. (BOVESPA:KSSA3),KSSA3,Household Durables,Consumer Discretionary,Homebuilding,NA,NA,"850,057",NA,NA,NA,NA,"147,685",NA,NA,NA,NA,"124,603",NA,NA,NA,NA,"53,049",NA,NA,NA,NA,"73,321",NA,NA,NA,NA,"70,994",NA,NA,NA,NA,"1,914,808",NA,NA,NA,NA,"994,927",NA,NA,NA,NA,"613,778",NA,NA,NA,NA,16.57,NA,NA,NA,NA,24.22,NA,NA,NA,NA,17.37,NA,NA,NA,NA,14.66,NA,NA,NA,NA,6.44,NA,NA,NA,NA,162.1,NA,NA,NA,NA,6.74,NA,NA,NA,NA,4.51,NA,NA,NA,NA,5.56,NA,NA,NA,NA,14.17,NA,NA,NA,NA,-29.1,NA,NA,NA,NA,-24.49,NA,NA,NA,NA,2.75,NA,NA,NA,NA,"-489,417",NA,NA,NA,NA,"-522,573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lavoro Limited (NASDAQGM:LVRO),LVRO,Trading Companies and Distributors,Industrials,Trading Companies and Distributors,"1,105.32","2,715.10","9,079,028","9,392,264","9,347,413","7,746,534","5,098,545","105,923","80,019","300,452","400,285","165,213","36,329","6,231","224,798","332,981","132,000","1,035,785","1,043,323","844,884","594,076","295,169","-981,066","-785,005","-218,682","107,762","21,531","510,862","911,335","564,294","254,413","459,458","9,058,371","8,348,724","7,523,984","5,685,763","4,401,573","1,937,391","1,647,404","1,326,069","865,805","317,542","1,088,329","1,359,015","2,110,357","1,669,727","1,468,170",-3.7,0.48,20.67,51.94,88.4,15.04,14.24,18.52,17.11,14.43,1.17,0.85,3.21,5.17,3.24,0.4,0.07,2.41,4.3,2.59,-10.4,-8.12,-2.79,1.01,0.75,178.02,121.22,62.84,51.85,21.63,9.84,9.76,3.72,1.92,1.73,0.25,0.05,2.13,4.13,2.34,0.63,0.12,4.71,9.63,5.78,-62.35,-45.25,-11.57,6.87,1.85,1.19,1.19,-0.49,-9.62,-2.59,8.13,8.13,5.16,-4.82,1.03,0.98,0.98,1.1,1.14,1.21,"733,909","763,774","482,586","-373,545","52,679","86,543","111,698","-45,467","-744,842","-131,802",0.31,13.24,56.62,3.78,0.3,16.61,NM,3.7,0.3,16.61,NM,3.7,0.35,16.61,NM,3.7,0.3,16.61,NM,3.7,NM,NM,NM,NA,NA,1.32,2.78,2.62,NA,NA,0.42,0.39,NA,14.54,7.03,NA,NM,11.96,NA,NM,NM,NA,60.3,NM,NA,9.65,29.94,43.01,52.78,54.8,4.97,"114,585,757","116,986,613","113,602,280","22,545,373","22,545,373",0.45,0.05,0.01,0,NA,NA,NA,NA,NA,NM,NM,NM,178.47,NA
Lavvi Empreendimentos Imobiliários S.A. (BOVESPA:LAVV3),LAVV3,Real Estate Management and Development,Real Estate,Real Estate Development,"2,892.43","2,761.70","1,785,466","1,549,299","903,333","555,327","609,270","410,472","334,710","188,215","88,716","173,042","409,541","333,515","187,298","87,841","172,251","39,566","21,915",520,"3,337",279,"474,421","392,456","246,619","130,908","204,301","125,507","98,937","38,262","32,685","4,620","3,827,977","3,457,891","2,218,279","1,928,664","1,751,040","401,574","218,883","216,978","58,979","3,067","1,815,702","1,741,113","1,414,520","1,256,057","1,249,962",71.52,71.51,62.67,-8.85,69.47,34.45,33.35,32.57,33.56,41.19,22.99,21.6,20.84,15.98,28.4,22.94,21.53,20.73,15.82,28.27,23.08,22.11,25.62,20.69,29.17,22.12,12.57,15.34,4.7,0.25,0.98,0.65,1.15,0.67,0.02,7.89,7.35,5.65,2.98,6.25,12.65,11.61,7.95,4.28,8.24,27.96,24.87,18.47,10.45,16.02,-8.57,-8.57,-17.72,-71.95,-4.11,-7.68,-7.68,-17.68,-71.58,-4.08,4.93,4.93,4.93,4.53,3.18,"-27,032","-119,039","-159,749","-397,479","-24,841","-51,761","-132,736","-160,074","-399,565","-25,016",1.55,5.64,5.65,NM,1.78,6.88,6.9,NM,1.78,6.88,6.9,NM,0.89,6.88,6.9,NM,1.78,6.88,6.9,NM,7.02,6.38,15.09,NA,NA,1.85,1.16,1.45,0.83,0.91,1.68,1.24,1.16,8.29,4.44,4.15,8.34,4.45,4.17,8.5,5.3,4.5,2.1,1.2,1,14.8,7.55,8.72,4.78,5.17,19.99,"195,434,352","195,434,352","195,434,352","195,434,352","208,191,252",1.26,0.6,0.37,0.14,1.072,0.987,0.588,0.486,0.873,53.75,46.24,66.14,115.55,87.75
Lid Hair Studios International Inc. (OTCBB:LHSI),LHSI,Diversified Consumer Services,Consumer Discretionary,Specialized Consumer Services,NA,NA,79,NA,NA,NA,NA,-73,NA,NA,NA,NA,-85,NA,NA,NA,NA,4,NA,NA,NA,NA,-102,NA,NA,NA,NA,11,NA,NA,NA,NA,65,NA,NA,NA,NA,96,NA,NA,NA,NA,-82,NA,NA,NA,NA,-48.87,NA,NA,NA,NA,96.03,NA,NA,NA,NA,-92.93,NA,NA,NA,NA,-107.66,NA,NA,NA,NA,-130.21,NA,NA,NA,NA,NM,NA,NA,NA,NA,NM,NA,NA,NA,NA,-63.28,NA,NA,NA,NA,-145.13,NA,NA,NA,NA,252.18,NA,NA,NA,NA,-38.02,NA,NA,NA,NA,-34.99,NA,NA,NA,NA,0.09,NA,NA,NA,NA,-18,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Light S.A. (BOVESPA:LIGT3),LIGT3,Electric Utilities,Utilities,Electric Utilities,"2,119.84","8,931.90","15,030,812","14,876,283","14,116,325","13,253,286","14,897,920","2,541,503","2,344,953","2,490,911","795,256","2,021,993","1,693,826","1,491,790","1,738,466","101,810","1,390,963","10,684","232,043","813,623","931,808","698,410","2,420,525","1,643,779","255,162","-5,672,203","397,945","153,334","185,797","292,066","43,886","396,777","26,154,614","25,343,661","23,716,936","24,106,103","28,277,872","9,988,431","9,802,552","11,567,059","11,369,271","11,211,572","5,588,972","5,218,457","3,095,688","2,844,757","8,733,101",5.85,5.38,6.51,-11.04,13.96,9.58,5.44,9.72,0.49,1.48,16.91,15.76,17.65,6,13.57,11.27,10.03,12.32,0.77,9.34,16.1,11.05,1.81,-42.8,2.67,178.72,187.84,373.65,399.66,128.38,3.86,4.11,4.58,13.66,5.42,4.2,3.8,4.54,0.24,3.18,6.86,6.28,7.53,0.37,4.72,58.49,39.54,8.59,-97.98,5.03,0.09,0.09,-3.06,12.49,-7.07,1.07,1.07,0.55,16.88,-4.14,1.42,1.42,0.34,0.85,1.39,"1,511,137","158,640","76,990","2,237,195","-617,081","1,504,460","13,613","-431,524","1,654,815","-1,053,587",0.59,3.45,5.27,5.91,0.6,3.74,5.99,56.3,0.6,3.74,5.99,56.3,0.72,3.74,5.99,56.3,0.6,3.74,5.99,56.3,0.88,5.7,NM,4.29,5.14,0.38,0.48,0.97,0.2,0.5,0.64,0.52,0.49,4.03,3.7,2.9,4.63,6.04,4.23,3.6,3.7,1.8,0.4,0.3,0.3,5.69,3.97,7.38,4.65,11.7,94.44,"372,555,324","372,555,324","372,555,324","372,555,324","372,555,324",1.26,1.17,0.09,0.17,NA,NA,NA,NA,0.254,NA,NA,NA,NM,41.3
